Full Journal Title	Abbre1（Endnote来源）	Abbre2（Endnote来源）	Abbre3（Endnote来源）
International Journal of Maritime Engineering	#N/A	International Journal Of Maritime Engineering	"International Journal Of Maritime Engineering,0.397"
JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY	#N/A	Jarq-Jpn Agr Res Quart	"Jarq-Jpn Agr Res Quart,0.484"
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION	#N/A	J Geogr Higher Educ	"J Geogr Higher Educ,1.533"
Journal of Pseudo-Differential Operators and Applications	#N/A	Journal Of Pseudo-Differential Operators And Applications	"Journal Of Pseudo-Differential Operators And Applications,0.617"
Journal of Systems Engineering and Electronics	#N/A	Journal Of Systems Engineering And Electronics	"Journal Of Systems Engineering And Electronics,0.721"
Notfall & Rettungsmedizin	#N/A	Notfall & Rettungsmedizin	"Notfall & Rettungsmedizin,0.532"
PROBUS	#N/A	Probus	"Probus,0.435"
RUSSIAN CHEMICAL BULLETIN	#N/A	Russ Chem Bull	"Russ Chem Bull,1.014"
Serbian Astronomical Journal	#N/A	Serbian Astronomical Journal	"Serbian Astronomical Journal,0.833"
Energy Sources Part A-Recovery Utilization and Environmental Effects	#N/A	Energy Source Part A	"Energy Source Part A,0.894"
INSIGHT	Insight	Insight	"Insight,0.792"
International Journal of Number Theory	#N/A	International Journal Of Number Theory	"International Journal Of Number Theory,0.556"
JOURNAL OF ASIAN AND AFRICAN STUDIES	#N/A	J Asian Afr Stud	"J Asian Afr Stud,0.433"
JOURNAL OF CONTEMPORARY HISTORY	#N/A	Journal Of Contemporary History	"Journal Of Contemporary History,0.769"
Infancia y Aprendizaje	#N/A	Infanc Aprendiz	"Infanc Aprendiz,0.720"
Russian Journal of Marine Biology	Russ. J. Mar. Biol.	Russ J Mar Biol	"Russ J Mar Biol,0.493"
SEMIGROUP FORUM	#N/A	Semigroup Forum	"Semigroup Forum,0.578"
AERONAUTICAL JOURNAL	#N/A	Aeronaut J	"Aeronaut J,0.976"
Journal of Electrical Engineering & Technology	#N/A	Journal Of Electrical Engineering & Technology	"Journal Of Electrical Engineering & Technology,0.715"
Journal of K-Theory	#N/A	Journal Of K-Theory	#N/A
ZOOLOGY IN THE MIDDLE EAST	Zool. Middle East	Zool Middle East	"Zool Middle East,0.701"
AQUATIC INSECTS	Aquat. Insects	Aquat Insects	"Aquat Insects,0.537"
JOURNAL OF OPERATOR THEORY	#N/A	J Operat Theor	"J Operat Theor,0.667"
MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK	#N/A	Materialwiss Werkstofftech	"Materialwiss Werkstofftech,0.556"
STATISTICA NEERLANDICA	#N/A	Stat Neerl	"Stat Neerl,0.433"
Social Dynamics-A Journal of African Studies	#N/A	Social Dynamics-A Journal Of African Studies	"Social Dynamics-A Journal Of African Studies,0.517"
TOPICS IN LANGUAGE DISORDERS	#N/A	Top Lang Disord	"Top Lang Disord,1.049"
APPLIED CATEGORICAL STRUCTURES	#N/A	Appl Categor Structures	"Appl Categor Structures,0.552"
Acta Scientiarum Polonorum-Hortorum Cultus	#N/A	Acta Scientiarum Polonorum-Hortorum Cultus	"Acta Scientiarum Polonorum-Hortorum Cultus,0.443"
Clinical Case Studies	Clin. Case Stud.	Clin Case Stud	"Clin Case Stud,0.867"
Dyna	#N/A	Dyna	"Dyna,0.562"
Journal of Politeness Research-Language Behaviour Culture	#N/A	Journal Of Politeness Research-Language Behaviour Culture	"Journal Of Politeness Research-Language Behaviour Culture,0.652"
Turk Psikiyatri Dergisi	#N/A	Turk Psikiyatr Derg	"Turk Psikiyatr Derg,0.507"
DOKLADY PHYSICS	#N/A	Dokl Phys	"Dokl Phys,0.647"
INDIAN JOURNAL OF PURE & APPLIED PHYSICS	#N/A	Indian J Pure Appl Phys	"Indian J Pure Appl Phys,0.822"
Journal of Korean Academy of Nursing	J Korean Acad Nurs	J Korean Acad Nurs	"J Korean Acad Nurs,0.483"
Journal of Korean Academy of Nursing	J Korean Acad Nurs	J Korean Acad Nurs	"J Korean Acad Nurs,0.483"
Mathematical Modelling and Analysis	#N/A	Mathematical Modelling And Analysis	"Mathematical Modelling And Analysis,1.038"
Medizinische Klinik-Intensivmedizin und Notfallmedizin	#N/A	Medizinische Klinik-Intensivmedizin Und Notfallmedizin	"Medizinische Klinik-Intensivmedizin Und Notfallmedizin,0.851"
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE	Acta Zool. Acad. Sci. Hung.	Acta Zool Acad Sci Hung	"Acta Zool Acad Sci Hung,0.421"
BOSQUE	#N/A	Bosque	"Bosque,0.500"
CAHIERS DE BIOLOGIE MARINE	Cah. Biol. Mar.	Cah Biol Mar	"Cah Biol Mar,0.456"
Latin American Economic Review	#N/A	Latin American Economic Review	"Latin American Economic Review,0.824"
PRAMANA-JOURNAL OF PHYSICS	#N/A	Pramana-J Phys	"Pramana-J Phys,1.185"
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY	Aircraft Eng. Aerospace Technol.	Aircraft Eng Aerospace Technol	"Aircraft Eng Aerospace Technol,0.924"
DOKLADY EARTH SCIENCES	Dokl. Earth Sci.	Dokl Earth Sci	"Dokl Earth Sci,0.637"
Education and Training in Autism and Developmental Disabilities	#N/A	Education And Training In Autism And Developmental Disabilities	"Education And Training In Autism And Developmental Disabilities,0.824"
International Review of Research in Developmental Disabilities	#N/A	International Review Of Research In Developmental Disabilities	"International Review Of Research In Developmental Disabilities,0.862"
JOURNAL OF AVIAN MEDICINE AND SURGERY	J. Avian Med. Surg.	J Avian Med Surg	"J Avian Med Surg,0.568"
REVISTA MEDICA DE CHILE	Rev. Med. Chile	Rev Med Chil	"Rev Med Chil,0.485"
Risk Management-Journal of Risk Crisis and Disaster	#N/A	Risk Management-Journal Of Risk Crisis And Disaster	#N/A
SENSORS AND MATERIALS	#N/A	Sensor Mater	"Sensor Mater,0.468"
SOCIOLOGICAL RESEARCH ONLINE	#N/A	Sociol Res Online	"Sociol Res Online,1.181"
ZEITSCHRIFT FUR ETHNOLOGIE	#N/A	Z Ethnol	"Z Ethnol,0.038"
CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE	#N/A	Can Vet J	"Can Vet J,0.532"
JOURNAL OF CARDIAC SURGERY	J. Card. Surg.	J Card Surg	#N/A
JOURNAL OF WORLD TRADE	#N/A	J World Trade	"J World Trade,0.835"
Cold War History	#N/A	Cold War History	"Cold War History,0.844"
HAHR-Hispanic American Historical Review	#N/A	Hahr-Hispanic American Historical Review	"Hahr-Hispanic American Historical Review,0.765"
IEEJ Transactions on Electrical and Electronic Engineering	#N/A	Ieej Transactions On Electrical And Electronic Engineering	"Ieej Transactions On Electrical And Electronic Engineering,0.686"
Journal of East Asian Studies	#N/A	Journal Of East Asian Studies	"Journal Of East Asian Studies,0.844"
Journal of Global Information Management	#N/A	J Glob Inf Manage	"J Glob Inf Manage,1.098"
NEW ZEALAND ENTOMOLOGIST	N. Z. Entomol.	N Z Entomol	"N Z Entomol,0.429"
Progress in Community Health Partnerships-Research Education and Action	#N/A	Progress In Community Health Partnerships-Research Education And Action	"Progress In Community Health Partnerships-Research Education And Action,0.640"
ACTA BOTANICA CROATICA	Acta Bot. Croat.	Acta Bot Croat	"Acta Bot Croat,0.985"
CARYOLOGIA	#N/A	Caryologia	"Caryologia,1.174"
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS	#N/A	Des Autom Embed Syst	"Des Autom Embed Syst,0.556"
EKOLOJI	#N/A	Ekoloji	"Ekoloji,0.053"
ELECTROMAGNETICS	#N/A	Electromagnetics	"Electromagnetics,0.609"
Food Culture & Society	#N/A	Food Culture & Society	"Food Culture & Society,0.629"
Journal of Experimental Psychopathology	#N/A	Journal Of Experimental Psychopathology	"Journal Of Experimental Psychopathology,0.812"
Journal of Mens Health	#N/A	Journal Of Mens Health	"Journal Of Mens Health,0.600"
Journal of Mens Health	#N/A	Journal Of Mens Health	"Journal Of Mens Health,0.600"
Revista Ciencia Agronomica	#N/A	Revista Ciencia Agronomica	"Revista Ciencia Agronomica,0.785"
SCIENCE & SPORTS	Sci. Sports	Sci Sports	"Sci Sports,0.684"
Zeitschrift fur Wirtschaftsgeographie	#N/A	Zeitschrift Fur Wirtschaftsgeographie	"Zeitschrift Fur Wirtschaftsgeographie,0.864"
IET Computers and Digital Techniques	#N/A	Iet Computers And Digital Techniques	"Iet Computers And Digital Techniques,0.857"
Journal of Semiconductor Technology and Science	#N/A	Journal Of Semiconductor Technology And Science	"Journal Of Semiconductor Technology And Science,0.407"
CHINESE JOURNAL OF PHYSICS	#N/A	Chin J Phys	"Chin J Phys,2.544"
Environment Protection Engineering	#N/A	Environment Protection Engineering	"Environment Protection Engineering,0.616"
Grundwasser	#N/A	Grundwasser	"Grundwasser,0.558"
JOURNAL OF THE CANADIAN DENTAL ASSOCIATION	J. Can. Dent. Assoc.	J Can Dent Assoc	"J Can Dent Assoc,0.759"
Journal of Friction and Wear	#N/A	Journal Of Friction And Wear	"Journal Of Friction And Wear,0.489"
MINDS AND MACHINES	#N/A	Mind Mach	"Mind Mach,1.400"
ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE	#N/A	Ann Soc Entomol Fr	"Ann Soc Entomol Fr,0.864"
CHINESE JOURNAL OF ELECTRONICS	#N/A	Chinese J Electron	"Chinese J Electron,0.945"
Econometrics Journal	#N/A	Econom J	"Econom J,1.147"
Econometrics Journal	#N/A	Econom J	"Econom J,1.147"
Journal of Agromedicine	J. Agromed.	J Agromed	"J Agromed,1.294"
NOVON	#N/A	Novon	"Novon,0.403"
Survey Methodology	#N/A	Survey Methodology	"Survey Methodology,0.429"
Survey Methodology	#N/A	Survey Methodology	"Survey Methodology,0.429"
GEOLOGY OF ORE DEPOSITS	#N/A	Geol Ore Deposits	"Geol Ore Deposits,0.590"
INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS	#N/A	Int J Financ Econ	"Int J Financ Econ,0.636"
JOURNAL OF SYMBOLIC LOGIC	#N/A	J Symb Logic	"J Symb Logic,0.572"
Journal of Nano Research	#N/A	Journal Of Nano Research	"Journal Of Nano Research,0.589"
STUDIA PSYCHOLOGICA	Stud. Psychol. (Bratisl.)	Stud Psychol (Bratisl)	"Stud Psychol (Bratisl),0.644"
REVISTA ARGENTINA DE MICROBIOLOGIA	Rev. Argent. Microbiol.	Rev Argent Microbiol	"Rev Argent Microbiol,1.157"
SCOTTISH MEDICAL JOURNAL	Scott. Med. J.	Scott Med J	"Scott Med J,0.678"
Fluid Dynamics	#N/A	Fluid Dynamics	"Fluid Dynamics,0.729"
Numerical Mathematics-Theory Methods and Applications	#N/A	Numerical Mathematics-Theory Methods And Applications	"Numerical Mathematics-Theory Methods And Applications,1.250"
PATHOLOGE	Pathologe	Pathologe	"Pathologe,0.546"
Geofisica Internacional	Geofis. Int.	Geofis Int	"Geofis Int,0.826"
Journal of Baltic Science Education	#N/A	Journal Of Baltic Science Education	"Journal Of Baltic Science Education,1.024"
Journal of Beliefs & Values-Studies in Religion & Education	#N/A	Journal Of Beliefs & Values-Studies In Religion & Education	"Journal Of Beliefs & Values-Studies In Religion & Education,0.404"
Politics and Religion	#N/A	Politics And Religion	"Politics And Religion,0.800"
VITIS	Vitis	Vitis	"Vitis,1.367"
INTERNATIONAL JOURNAL	#N/A	Int J	"Int J,0.708"
International Journal of Surface Science and Engineering	#N/A	International Journal Of Surface Science And Engineering	"International Journal Of Surface Science And Engineering,0.918"
JOURNAL OF NONPARAMETRIC STATISTICS	#N/A	J Nonparametr Stat	"J Nonparametr Stat,0.706"
ACTA BIOLOGICA HUNGARICA	Acta Biol. Hung.	Acta Biol Hung	"Acta Biol Hung,0.679"
JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE	J. Child Adolescent Subst. Abuse	J Child Adolescent Subst Abuse	"J Child Adolescent Subst Abuse,0.688"
NATURAL LANGUAGE & LINGUISTIC THEORY	#N/A	Natur Lang Linguist Theor	"Natur Lang Linguist Theor,1.231"
APPLIED ENGINEERING IN AGRICULTURE	Appl. Eng. Agric.	Appl Eng Agric	"Appl Eng Agric,0.740"
ASTROPHYSICS	#N/A	Astrophysics	"Astrophysics,0.643"
JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY	J. Kans. Entomol. Soc.	J Kans Entomol Soc	"J Kans Entomol Soc,0.216"
TEACHING OF PSYCHOLOGY	Teach. Psychol.	Teach Psychol	"Teach Psychol,0.980"
DOKLADY PHYSICAL CHEMISTRY	#N/A	Dokl Phys Chem	"Dokl Phys Chem,0.642"
IEICE TRANSACTIONS ON ELECTRONICS	#N/A	Ieice Trans Electron	"Ieice Trans Electron,0.599"
Moscow University Physics Bulletin	#N/A	Moscow University Physics Bulletin	"Moscow University Physics Bulletin,0.580"
Spanish Journal of Psychology	Span. J. Psychol.	Span J Psychol	"Span J Psychol,0.749"
Spanish Journal of Psychology	Span. J. Psychol.	Span J Psychol	"Span J Psychol,0.749"
ACM Journal on Computing and Cultural Heritage	#N/A	Acm Journal On Computing And Cultural Heritage	"Acm Journal On Computing And Cultural Heritage,1.467"
AFRICAN JOURNAL OF HERPETOLOGY	#N/A	Afr J Herpetol	"Afr J Herpetol,0.429"
AMERICAN BANKRUPTCY LAW JOURNAL	#N/A	Amer Bankrupt Law J	"Amer Bankrupt Law J,1.088"
AMERICAN JOURNAL OF FAMILY THERAPY	Am. J. Fam. Ther.	Am J Fam Ther	"Am J Fam Ther,0.610"
Africa Spectrum	#N/A	Africa Spectrum	"Africa Spectrum,0.833"
BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND	#N/A	Bulletin Of The Geological Society Of Finland	"Bulletin Of The Geological Society Of Finland,1.231"
CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH	#N/A	Can J Diet Pract Res	"Can J Diet Pract Res,0.681"
DEFENCE SCIENCE JOURNAL	Def. Sci. J.	Def Sci J	"Def Sci J,0.589"
EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE	#N/A	Epidemiologie Mikrobiologie Imunologie	"Epidemiologie Mikrobiologie Imunologie,0.397"
Gedrag & Organisatie	#N/A	Gedrag & Organisatie	"Gedrag & Organisatie,0.207"
Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice	#N/A	Health Promotion And Chronic Disease Prevention In Canada-Research Policy And Practice	"Health Promotion And Chronic Disease Prevention In Canada-Research Policy And Practice,1.870"
IEEE Pulse	#N/A	Ieee Pulse	"Ieee Pulse,0.662"
International Journal of Biostatistics	#N/A	International Journal Of Biostatistics	"International Journal Of Biostatistics,1.309"
International Journal of Sport Finance	#N/A	International Journal Of Sport Finance	"International Journal Of Sport Finance,0.425"
JOURNAL OF POST KEYNESIAN ECONOMICS	#N/A	J Post Keynesian Econ	"J Post Keynesian Econ,0.656"
Journal of Australian Political Economy	#N/A	Journal Of Australian Political Economy	"Journal Of Australian Political Economy,0.290"
Journal of Engineered Fibers and Fabrics	#N/A	Journal Of Engineered Fibers And Fabrics	"Journal Of Engineered Fibers And Fabrics,0.474"
Journal of Grey System	#N/A	Journal Of Grey System	"Journal Of Grey System,1.111"
Journal of Ship Production and Design	#N/A	Journal Of Ship Production And Design	"Journal Of Ship Production And Design,0.472"
Journal of Symplectic Geometry	#N/A	Journal Of Symplectic Geometry	"Journal Of Symplectic Geometry,0.985"
LC GC NORTH AMERICA	#N/A	Lc Gc N Am	"Lc Gc N Am,0.424"
Lithuanian Mathematical Journal	#N/A	Lithuanian Mathematical Journal	"Lithuanian Mathematical Journal,0.566"
Molecular & Cellular Biomechanics	Mol. Cell. Biomech.	Mol Cell Biomech	#N/A
Notes and Records-The Royal Society Journal of the History of Science	#N/A	Notes And Records-The Royal Society Journal Of The History Of Science	"Notes And Records-The Royal Society Journal Of The History Of Science,0.605"
ORNITHOLOGICAL SCIENCE	#N/A	Ornithological Science	"Ornithological Science,0.571"
OUTLOOK ON AGRICULTURE	#N/A	Outlook Agr	"Outlook Agr,1.043"
PHYTON-ANNALES REI BOTANICAE	#N/A	Phyton-Ann Rei Bot Austria	"Phyton-Ann Rei Bot Austria,0.216"
Review of Network Economics	#N/A	Review Of Network Economics	"Review Of Network Economics,0.080"
Revista Iberoamericana de Automatica e Informatica Industrial	#N/A	Revista Iberoamericana De Automatica E Informatica Industrial	"Revista Iberoamericana De Automatica E Informatica Industrial,1.313"
SOCIETY	Society	Society	"Society,0.444"
SOLAR SYSTEM RESEARCH	#N/A	Solar Syst Res	"Solar Syst Res,0.864"
Systems Engineering	#N/A	Systems Engineering	"Systems Engineering,0.848"
THALASSAS	Thalassas	Thalassas	"Thalassas,0.576"
Theoretical and Experimental Chemistry	#N/A	Theoretical And Experimental Chemistry	"Theoretical And Experimental Chemistry,0.750"
Transactions of FAMENA	#N/A	Transactions Of Famena	"Transactions Of Famena,0.704"
ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE	#N/A	Z Arb Organisationspsychol	"Z Arb Organisationspsychol,0.250"
ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK	#N/A	Zeitschrift Fur Dialektologie Und Linguistik	"Zeitschrift Fur Dialektologie Und Linguistik,0.130"
Acta Medica Portuguesa	Acta Med. Port.	Acta Med Port	"Acta Med Port,0.581"
CHINESE JOURNAL OF CHEMICAL PHYSICS	#N/A	Chin J Chem Phys	"Chin J Chem Phys,0.791"
Acta Clinica Croatica	Acta Clin. Croat.	Acta Clin Croat	"Acta Clin Croat,0.403"
DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS	#N/A	Differential Geom Appl	"Differential Geom Appl,0.605"
INDIAN JOURNAL OF CANCER	Indian J. Cancer	Indian J Cancer	"Indian J Cancer,0.429"
Journal of Nanoelectronics and Optoelectronics	#N/A	Journal Of Nanoelectronics And Optoelectronics	"Journal Of Nanoelectronics And Optoelectronics,0.989"
Botanical Sciences	#N/A	Botanical Sciences	"Botanical Sciences,0.936"
CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE	#N/A	Can J Econ	"Can J Econ,0.703"
CEREAL RESEARCH COMMUNICATIONS	#N/A	Cereal Res Commun	"Cereal Res Commun,0.708"
COLEOPTERISTS BULLETIN	Coleopt. Bull.	Coleopt Bull	"Coleopt Bull,0.697"
JOURNAL OF CONVEX ANALYSIS	#N/A	J Convex Anal	"J Convex Anal,0.794"
Solid Fuel Chemistry	#N/A	Solid Fuel Chemistry	"Solid Fuel Chemistry,0.516"
KLINIK PSIKOFARMAKOLOJI BULTENI-BULLETIN OF CLINICAL PSYCHOPHARMACOLOGY	#N/A	Klinik Psikofarmakoloji Bulteni-Bulletin Of Clinical Psychopharmacology	"Klinik Psikofarmakoloji Bulteni-Bulletin Of Clinical Psychopharmacology,0.556"
REVISTA DE BIOLOGIA TROPICAL	Rev. Biol. Trop.	Rev Biol Trop	"Rev Biol Trop,0.581"
ACTA CHIRURGICA BELGICA	Acta Chir. Belg.	Acta Chir Belg	"Acta Chir Belg,0.521"
Emirates Journal of Food and Agriculture	#N/A	Emirates Journal Of Food And Agriculture	"Emirates Journal Of Food And Agriculture,0.921"
INDIAN JOURNAL OF CHEMISTRY SECTION A-INORGANIC BIO-INORGANIC PHYSICAL THEORETICAL & ANALYTICAL CHEMISTRY	#N/A	Indian J Chem Sect A	"Indian J Chem Sect A,0.483"
THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING	#N/A	Theor Found Chem Engineering	"Theor Found Chem Engineering,0.520"
EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES	#N/A	Eure-Revista Latinoamericana De Estudios Urbano Regionales	"Eure-Revista Latinoamericana De Estudios Urbano Regionales,0.933"
INVESTIGACION CLINICA	Invest. Clin.	Invest Clin	"Invest Clin,0.250"
JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE	#N/A	Journal Of The Indian Institute Of Science	"Journal Of The Indian Institute Of Science,0.742"
Journal of Essential Oil Bearing Plants	#N/A	Journal Of Essential Oil Bearing Plants	"Journal Of Essential Oil Bearing Plants,0.688"
PETROLEUM CHEMISTRY	#N/A	Petrol Chem-Engl Tr	"Petrol Chem-Engl Tr,0.991"
Videosurgery and Other Miniinvasive Techniques	#N/A	Videosurgery And Other Miniinvasive Techniques	"Videosurgery And Other Miniinvasive Techniques,1.147"
AUTOMATION AND REMOTE CONTROL	#N/A	Automat Remote Contr-Engl Tr	"Automat Remote Contr-Engl Tr,0.589"
Asia-Pacific Journal of Financial Studies	#N/A	Asia-Pac J Financ Stud	"Asia-Pac J Financ Stud,0.556"
OCEANOLOGY	#N/A	Oceanology	"Oceanology,0.892"
RUSSIAN JOURNAL OF NONDESTRUCTIVE TESTING	#N/A	Russ J Nondestruct T-Engl Tr	"Russ J Nondestruct T-Engl Tr,0.677"
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA	#N/A	Acta Biol Cracov Ser Bot	"Acta Biol Cracov Ser Bot,1.111"
MOLLUSCAN RESEARCH	Molluscan Res.	Molluscan Res	"Molluscan Res,0.845"
PAKISTAN JOURNAL OF ZOOLOGY	Pak. J. Zool.	Pak J Zool	"Pak J Zool,0.790"
Revista Internacional de Sociologia	#N/A	Revista Internacional De Sociologia	"Revista Internacional De Sociologia,0.579"
SURFACE REVIEW AND LETTERS	#N/A	Surf Rev Letters	"Surf Rev Letters,0.748"
Idojaras	#N/A	Idojaras	"Idojaras,0.614"
Journal of the History of Economic Thought	#N/A	Journal Of The History Of Economic Thought	"Journal Of The History Of Economic Thought,0.761"
MAIN GROUP METAL CHEMISTRY	#N/A	Main Group Met Chem	"Main Group Met Chem,0.614"
NURSING SCIENCE QUARTERLY	Nurs. Sci. Q.	Nurs Sci Q	"Nurs Sci Q,0.773"
NURSING SCIENCE QUARTERLY	Nurs. Sci. Q.	Nurs Sci Q	"Nurs Sci Q,0.773"
Revista Chilena de Infectologia	Rev. Chilena Infectol.	Rev Chilena Infectol	"Rev Chilena Infectol,0.428"
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES	#N/A	Soc Sci Inform	"Soc Sci Inform,0.763"
South African Journal on Human Rights	#N/A	South African Journal On Human Rights	"South African Journal On Human Rights,0.542"
CHINESE JOURNAL OF INORGANIC CHEMISTRY	#N/A	Chin J Inorg Chem	"Chin J Inorg Chem,0.797"
Central European Journal of Mathematics	#N/A	Central European Journal Of Mathematics	#N/A
Culture and Organization	#N/A	Culture And Organization	"Culture And Organization,0.531"
JAPAN AND THE WORLD ECONOMY	#N/A	Jpn World Econ	"Jpn World Econ,0.651"
JOURNAL OF ALGEBRA AND ITS APPLICATIONS	#N/A	Journal Of Algebra And Its Applications	"Journal Of Algebra And Its Applications,0.596"
SWISS JOURNAL OF PSYCHOLOGY	#N/A	Swiss J Psychology	"Swiss J Psychology,0.457"
Synthesis and Reactivity in Inorganic Metal-Organic and Nano-Metal Chemistry	#N/A	Synth React Inorg Met-Org Nan	"Synth React Inorg Met-Org Nan,0.784"
